metdiv,Year,inc_1,inc_2,inc_3,inc_4
41400,1990,23400,49400,75400,364000
41420,1990,28600,54600,85800,364000
41460,1990,28600,54600,80600,364000
41500,1990,39000,70200,109200,364000
41540,1990,28600,54600,91000,364000
41620,1990,33800,65000,96200,364000
41660,1990,28600,49400,80600,364000
41700,1990,28600,54600,91000,364000
41740,1990,39000,75400,119600,364000
41760,1990,23400,44200,70200,364000
41780,1990,33800,65000,101400,364000
41820,1990,28600,54600,85800,364000
41884,1990,44200,80600,140400,364000
41900,1990,NA,NA,NA,NA
41940,1990,59800,101400,140400,364000
41980,1990,NA,NA,NA,NA
42020,1990,33800,65000,109200,364000
42034,1990,54600,101400,182000,364000
42100,1990,44200,75400,140400,364000
42140,1990,33800,59800,101400,364000
42180,1990,NA,NA,NA,NA
42200,1990,39000,75400,119600,364000
42220,1990,44200,75400,119600,364000
42300,1990,23400,44200,70200,364000
42340,1990,28600,54600,91000,364000
42380,1990,23400,49400,80600,364000
42420,1990,23400,44200,70200,364000
42460,1990,23400,44200,75400,364000
42540,1990,23400,49400,85800,364000
42620,1990,15600,39000,70200,364000
42644,1990,44200,75400,119600,364000
42680,1990,33800,59800,96200,364000
42700,1990,23400,44200,65000,364000
42740,1990,23400,44200,75400,364000
42780,1990,28600,54600,80600,364000
42820,1990,15600,33800,65000,364000
42860,1990,28600,54600,85800,364000
42900,1990,33800,59800,91000,364000
42940,1990,28600,49400,75400,364000
42980,1990,28600,54600,80600,364000
43020,1990,23400,49400,75400,364000
43060,1990,23400,44200,75400,364000
43100,1990,39000,65000,96200,364000
43140,1990,28600,54600,85800,364000
43180,1990,23400,49400,80600,364000
43220,1990,28600,54600,85800,364000
43260,1990,28600,49400,80600,364000
43300,1990,23400,54600,85800,364000
43320,1990,15600,39000,75400,364000
43340,1990,23400,44200,80600,364000
43380,1990,39000,65000,96200,364000
43420,1990,23400,44200,80600,364000
43460,1990,15600,44200,75400,364000
43500,1990,23400,44200,70200,364000
43524,1990,65000,109200,182000,364000
43580,1990,28600,54600,80600,364000
43620,1990,33800,54600,85800,364000
43660,1990,23400,49400,80600,364000
43700,1990,15600,39000,65000,364000
43740,1990,23400,44200,70200,364000
43760,1990,33800,54600,91000,364000
43780,1990,33800,59800,91000,364000
43900,1990,28600,54600,85800,364000
43940,1990,23400,49400,80600,364000
43980,1990,28600,49400,80600,364000
44020,1990,28600,49400,80600,364000
44060,1990,28600,54600,85800,364000
44100,1990,33800,65000,96200,364000
44140,1990,33800,65000,109200,364000
44180,1990,23400,49400,80600,364000
44220,1990,28600,59800,91000,364000
44260,1990,15600,39000,80600,364000
44300,1990,28600,54600,91000,364000
44340,1990,15600,44200,75400,364000
44420,1990,33800,59800,91000,364000
44460,1990,33800,65000,96200,364000
44500,1990,15600,39000,80600,364000
44540,1990,23400,44200,75400,364000
44580,1990,33800,54600,85800,364000
44620,1990,33800,59800,91000,364000
44660,1990,15600,39000,75400,364000
44700,1990,33800,65000,101400,364000
44740,1990,28600,54600,75400,364000
44780,1990,28600,54600,85800,364000
44860,1990,15600,44200,75400,364000
44900,1990,23400,44200,70200,364000
44920,1990,44200,75400,119600,364000
44940,1990,23400,44200,75400,364000
44980,1990,23400,44200,75400,364000
45000,1990,28600,54600,85800,364000
45020,1990,15600,44200,70200,364000
45060,1990,33800,65000,101400,364000
45104,1990,33800,65000,96200,364000
45140,1990,15600,33800,65000,364000
45180,1990,23400,44200,75400,364000
45220,1990,23400,54600,91000,364000
45300,1990,28600,54600,85800,364000
45340,1990,15600,33800,65000,364000
45380,1990,23400,49400,80600,364000
45460,1990,23400,49400,80600,364000
45500,1990,23400,49400,85800,364000
45520,1990,28600,49400,85800,364000
45540,1990,23400,39000,65000,364000
45580,1990,23400,49400,75400,364000
45620,1990,15600,44200,75400,364000
45660,1990,28600,54600,85800,364000
45700,1990,23400,44200,80600,364000
45740,1990,15600,44200,75400,364000
45780,1990,28600,59800,96200,364000
45820,1990,33800,59800,96200,364000
45860,1990,54600,91000,140400,364000
45900,1990,33800,54600,85800,364000
45940,1990,44200,85800,140400,364000
45980,1990,15600,33800,70200,364000
46020,1990,39000,65000,109200,364000
46060,1990,28600,54600,85800,364000
46100,1990,23400,49400,80600,364000
46140,1990,28600,54600,91000,364000
46180,1990,23400,44200,75400,364000
46220,1990,15600,44200,80600,364000
46300,1990,28600,49400,75400,364000
46340,1990,28600,54600,91000,364000
46380,1990,28600,54600,91000,364000
46460,1990,15600,44200,75400,364000
46500,1990,33800,65000,96200,364000
46520,1990,49400,85800,140400,364000
46540,1990,28600,54600,85800,364000
46620,1990,15600,39000,65000,364000
46660,1990,23400,44200,75400,364000
46700,1990,44200,80600,119600,364000
46740,1990,15600,44200,75400,364000
46780,1990,33800,59800,85800,364000
46820,1990,15600,39000,70200,364000
46860,1990,23400,49400,80600,364000
46900,1990,15600,44200,75400,364000
46980,1990,15600,44200,85800,364000
47020,1990,23400,54600,91000,364000
47080,1990,15600,39000,75400,364000
47180,1990,23400,44200,75400,364000
47220,1990,28600,59800,101400,364000
47240,1990,33800,65000,101400,364000
47260,1990,33800,65000,101400,364000
47300,1990,28600,49400,85800,364000
47340,1990,28600,54600,85800,364000
47380,1990,23400,44200,80600,364000
47420,1990,23400,49400,75400,364000
47460,1990,23400,49400,80600,364000
47540,1990,39000,59800,96200,364000
47580,1990,33800,59800,96200,364000
47620,1990,28600,54600,85800,364000
47660,1990,28600,49400,75400,364000
47664,1990,49400,85800,140400,364000
47700,1990,39000,65000,96200,364000
47780,1990,23400,44200,75400,364000
47820,1990,15600,44200,75400,364000
47894,1990,54600,91000,140400,364000
47920,1990,23400,44200,75400,364000
47940,1990,28600,54600,91000,364000
47980,1990,23400,44200,75400,364000
48020,1990,39000,65000,91000,364000
48060,1990,28600,54600,85800,364000
48100,1990,23400,44200,75400,364000
48140,1990,33800,65000,96200,364000
48180,1990,15600,44200,75400,364000
48220,1990,23400,44200,80600,364000
48260,1990,23400,49400,85800,364000
48300,1990,28600,54600,85800,364000
48424,1990,39000,70200,109200,364000
48460,1990,15600,33800,59800,364000
48500,1990,15600,39000,65000,364000
48540,1990,23400,44200,75400,364000
48580,1990,33800,65000,96200,364000
48620,1990,33800,59800,96200,364000
48660,1990,23400,49400,80600,364000
48700,1990,28600,54600,80600,364000
48780,1990,28600,49400,80600,364000
48820,1990,23400,54600,80600,364000
48864,1990,44200,80600,119600,364000
48900,1990,28600,54600,91000,364000
48940,1990,28600,54600,85800,364000
48980,1990,23400,49400,80600,364000
49020,1990,33800,59800,91000,364000
49080,1990,39000,70200,96200,364000
49100,1990,28600,54600,85800,364000
49180,1990,33800,59800,96200,364000
49220,1990,33800,59800,91000,364000
49260,1990,28600,49400,80600,364000
49300,1990,33800,59800,91000,364000
49340,1990,39000,75400,109200,364000
49380,1990,23400,49400,75400,364000
49420,1990,23400,49400,80600,364000
49460,1990,23400,44200,75400,364000
49620,1990,39000,70200,101400,364000
49660,1990,28600,54600,85800,364000
49700,1990,28600,49400,85800,364000
49740,1990,28600,49400,80600,364000
49780,1990,23400,49400,80600,364000
49820,1990,15600,28600,59800,364000
10100,1991,23737.5,44752.5,76275,362025
10140,1991,23737.5,49432.5,80955,362025
10180,1991,23737.5,49432.5,80955,362025
10220,1991,15952.5,34627.5,70447.5,362025
10260,1991,NA,NA,NA,NA
10300,1991,34627.5,65767.5,96907.5,362025
10380,1991,NA,NA,NA,NA
10420,1991,33862.5,60322.5,96907.5,362025
10460,1991,28417.5,49432.5,75127.5,362025
10500,1991,23737.5,49432.5,85635,362025
10540,1991,29182.5,54877.5,80955,362025
10580,1991,38542.5,69682.5,108607.5,362025
10620,1991,28417.5,54877.5,80955,362025
10660,1991,29182.5,50197.5,76275,362025
10700,1991,23737.5,44752.5,76275,362025
10740,1991,29182.5,54877.5,92227.5,362025
10760,1991,22972.5,44752.5,76275,362025
10780,1991,15952.5,43987.5,76275,362025
10820,1991,23737.5,45517.5,76275,362025
10860,1991,15952.5,39307.5,65767.5,362025
10900,1991,38542.5,69682.5,108607.5,362025
10940,1991,29182.5,50197.5,85635,362025
10980,1991,23737.5,44752.5,76275,362025
11020,1991,23737.5,49432.5,76275,362025
11060,1991,23737.5,44752.5,76275,362025
11100,1991,28417.5,54877.5,87547.5,362025
11140,1991,15952.5,44752.5,76275,362025
11180,1991,29182.5,55642.5,92227.5,362025
11220,1991,28417.5,49432.5,80955,362025
11244,1991,54112.5,94995,139747.5,362025
11260,1991,49432.5,90315,139747.5,362025
11380,1991,28417.5,54112.5,85635,362025
11420,1991,34627.5,60322.5,92227.5,362025
11460,1991,39307.5,76275,121027.5,362025
11500,1991,23737.5,49432.5,76275,362025
11540,1991,40072.5,71595,101587.5,362025
11580,1991,23737.5,43987.5,70447.5,362025
11620,1991,15952.5,43987.5,76275,362025
11640,1991,NA,NA,NA,NA
11660,1991,15952.5,39307.5,65767.5,362025
11680,1991,28417.5,49432.5,85635,362025
11700,1991,29182.5,54877.5,85635,362025
11740,1991,29182.5,54877.5,85635,362025
11780,1991,23737.5,50197.5,80955,362025
11820,1991,23737.5,50197.5,85635,362025
11860,1991,23737.5,44752.5,70447.5,362025
11900,1991,15952.5,39307.5,70447.5,362025
11940,1991,16717.5,44752.5,76275,362025
11980,1991,23737.5,44752.5,76275,362025
12020,1991,23737.5,49432.5,85635,362025
12060,1991,39307.5,76275,121027.5,362025
12100,1991,38542.5,69682.5,108607.5,362025
12120,1991,15952.5,39307.5,65767.5,362025
12140,1991,39307.5,65002.5,92227.5,362025
12180,1991,29182.5,54877.5,90315,362025
12220,1991,15952.5,44752.5,85635,362025
12260,1991,28417.5,54877.5,96907.5,362025
12300,1991,33097.5,59557.5,90315,362025
12380,1991,29182.5,50197.5,80955,362025
12420,1991,29947.5,61087.5,99967.5,362025
12460,1991,15952.5,43987.5,70447.5,362025
12540,1991,28417.5,59557.5,96907.5,362025
12580,1991,39307.5,75127.5,121027.5,362025
12620,1991,28417.5,54112.5,85635,362025
12660,1991,29182.5,55642.5,87547.5,362025
12680,1991,23737.5,50197.5,80955,362025
12700,1991,34627.5,65767.5,108607.5,362025
12740,1991,33862.5,60322.5,96907.5,362025
12780,1991,33097.5,59557.5,101587.5,362025
12820,1991,15952.5,33862.5,70447.5,362025
12860,1991,33862.5,65002.5,96907.5,362025
12900,1991,16717.5,40072.5,70447.5,362025
12940,1991,23737.5,54877.5,92227.5,362025
12980,1991,29182.5,54877.5,92227.5,362025
13020,1991,29182.5,59557.5,96907.5,362025
13060,1991,22972.5,54112.5,90315,362025
13100,1991,23737.5,49432.5,76275,362025
13140,1991,23737.5,54877.5,92227.5,362025
13180,1991,34627.5,60322.5,92227.5,362025
13220,1991,15952.5,39307.5,70447.5,362025
13260,1991,28417.5,54877.5,85635,362025
13300,1991,15952.5,43987.5,70447.5,362025
13340,1991,29182.5,55642.5,87547.5,362025
13380,1991,33862.5,59557.5,96907.5,362025
13420,1991,16717.5,44752.5,71595,362025
13460,1991,33862.5,55642.5,87547.5,362025
13500,1991,15952.5,39307.5,65767.5,362025
13540,1991,29182.5,59557.5,96907.5,362025
13620,1991,28417.5,54112.5,85635,362025
13660,1991,23737.5,44752.5,76275,362025
13700,1991,23737.5,49432.5,80955,362025
13720,1991,15952.5,38542.5,69682.5,362025
13740,1991,28417.5,54877.5,85635,362025
13780,1991,33097.5,59557.5,96907.5,362025
13820,1991,23737.5,54877.5,92227.5,362025
13900,1991,29182.5,54877.5,92227.5,362025
13940,1991,29182.5,50197.5,80955,362025
13980,1991,23737.5,49432.5,80955,362025
14010,1991,33862.5,65767.5,101587.5,362025
14020,1991,23737.5,49432.5,87547.5,362025
14100,1991,28417.5,49432.5,80955,362025
14140,1991,15952.5,39307.5,70447.5,362025
14180,1991,15952.5,39307.5,65767.5,362025
14220,1991,15952.5,33862.5,65002.5,362025
14260,1991,33862.5,55642.5,92227.5,362025
14300,1991,16717.5,44752.5,76275,362025
14340,1991,29182.5,55642.5,85635,362025
14380,1991,16717.5,44752.5,76275,362025
14420,1991,28417.5,54877.5,85635,362025
14454,1991,39307.5,76275,139747.5,362025
14500,1991,39307.5,71595,121027.5,362025
14540,1991,16717.5,44752.5,76275,362025
14580,1991,24502.5,50197.5,80955,362025
14620,1991,23737.5,49432.5,76275,362025
14660,1991,23737.5,45517.5,76275,362025
14700,1991,23737.5,44752.5,70447.5,362025
14720,1991,44752.5,71595,111667.5,362025
14740,1991,39307.5,65767.5,101587.5,362025
14780,1991,23737.5,50197.5,80955,362025
14820,1991,29182.5,50197.5,85635,362025
14860,1991,54112.5,101587.5,181012.5,362025
15020,1991,15952.5,39307.5,70447.5,362025
15060,1991,23737.5,43987.5,75127.5,362025
15100,1991,23737.5,44752.5,76275,362025
15140,1991,15952.5,34627.5,65767.5,362025
15180,1991,15952.5,34627.5,65767.5,362025
15220,1991,15952.5,40072.5,71595,362025
15260,1991,28417.5,54877.5,92227.5,362025
15340,1991,28417.5,50197.5,80955,362025
15380,1991,28417.5,59557.5,96907.5,362025
15420,1991,28417.5,49432.5,75127.5,362025
15460,1991,29182.5,54877.5,85635,362025
15500,1991,29182.5,54877.5,92227.5,362025
15540,1991,39307.5,70447.5,108607.5,362025
15580,1991,22972.5,43987.5,76275,362025
15620,1991,23737.5,44752.5,76275,362025
15660,1991,29182.5,54877.5,85635,362025
15680,1991,44752.5,76275,121027.5,362025
15700,1991,23737.5,49432.5,80955,362025
15740,1991,23737.5,43987.5,70447.5,362025
15764,1991,43987.5,85635,139747.5,362025
15780,1991,15952.5,43987.5,75127.5,362025
15804,1991,43987.5,80955,121027.5,362025
15820,1991,15952.5,43987.5,70447.5,362025
15860,1991,23737.5,40072.5,71595,362025
15900,1991,23737.5,44752.5,76275,362025
15940,1991,29182.5,59557.5,92227.5,362025
15980,1991,33862.5,60322.5,92227.5,362025
16020,1991,23737.5,44752.5,80955,362025
16060,1991,15952.5,39307.5,76275,362025
16100,1991,23737.5,49432.5,80955,362025
16140,1991,23737.5,50197.5,76275,362025
16180,1991,33862.5,65002.5,101587.5,362025
16220,1991,28417.5,59557.5,92227.5,362025
16260,1991,28417.5,49432.5,80955,362025
16300,1991,34627.5,65767.5,96907.5,362025
16340,1991,23737.5,44752.5,76275,362025
16380,1991,33862.5,60322.5,92227.5,362025
16420,1991,15952.5,39307.5,70447.5,362025
16460,1991,23737.5,49432.5,80955,362025
16500,1991,23737.5,50197.5,85635,362025
16540,1991,33862.5,60322.5,92227.5,362025
16580,1991,28417.5,54877.5,92227.5,362025
16620,1991,23737.5,49432.5,85635,362025
16660,1991,23737.5,49432.5,85635,362025
16700,1991,33862.5,59557.5,92227.5,362025
16740,1991,34627.5,65767.5,101587.5,362025
16820,1991,33862.5,60322.5,101587.5,362025
16860,1991,28417.5,54877.5,87547.5,362025
16940,1991,33862.5,54877.5,92227.5,362025
16974,1991,39307.5,76275,121027.5,362025
17020,1991,23737.5,49432.5,80955,362025
17060,1991,23737.5,50197.5,85635,362025
17140,1991,33862.5,65002.5,101587.5,362025
17200,1991,33862.5,60322.5,96907.5,362025
17220,1991,15952.5,39307.5,71595,362025
17260,1991,5445,29182.5,61087.5,362025
17300,1991,29182.5,50197.5,76275,362025
17340,1991,23737.5,43987.5,80955,362025
17380,1991,14805,29182.5,60322.5,362025
17420,1991,23737.5,49432.5,85635,362025
17460,1991,33862.5,65002.5,101587.5,362025
17500,1991,28417.5,49432.5,80955,362025
17540,1991,28417.5,54877.5,85635,362025
17580,1991,22972.5,43987.5,75127.5,362025
17620,1991,NA,NA,NA,NA
17640,1991,NA,NA,NA,NA
17660,1991,29182.5,54877.5,85635,362025
17700,1991,23737.5,44752.5,75127.5,362025
17740,1991,29182.5,54877.5,80955,362025
17780,1991,15952.5,39307.5,80955,362025
17820,1991,34627.5,61087.5,96907.5,362025
17860,1991,28417.5,54877.5,92227.5,362025
17900,1991,33862.5,60322.5,96907.5,362025
17980,1991,23737.5,49432.5,85635,362025
18020,1991,33862.5,65002.5,96907.5,362025
18060,1991,22972.5,49432.5,80955,362025
18100,1991,33862.5,54877.5,85635,362025
18140,1991,33862.5,65002.5,101587.5,362025
18180,1991,43987.5,75127.5,108607.5,362025
18220,1991,29182.5,54877.5,85635,362025
18260,1991,23737.5,43987.5,70447.5,362025
18300,1991,23737.5,44752.5,76275,362025
18380,1991,15952.5,34627.5,70447.5,362025
18420,1991,15952.5,39307.5,70447.5,362025
18460,1991,28417.5,50197.5,80955,362025
18500,1991,28417.5,54877.5,85635,362025
18580,1991,23737.5,50197.5,87547.5,362025
18620,1991,22972.5,44752.5,80955,362025
18660,1991,28417.5,54112.5,85635,362025
18700,1991,29182.5,55642.5,96907.5,362025
18740,1991,23737.5,49432.5,80955,362025
18780,1991,29182.5,60322.5,90315,362025
18820,1991,33862.5,60322.5,87547.5,362025
18860,1991,22972.5,48667.5,80955,362025
18880,1991,33862.5,54877.5,87547.5,362025
18900,1991,23737.5,44752.5,65767.5,362025
18980,1991,23737.5,44752.5,76275,362025
19000,1991,23737.5,44752.5,76275,362025
19060,1991,23737.5,44752.5,76275,362025
19124,1991,39307.5,70447.5,111667.5,362025
19140,1991,33862.5,54877.5,87547.5,362025
19180,1991,23737.5,49432.5,85635,362025
19220,1991,16717.5,44752.5,76275,362025
19260,1991,23737.5,49432.5,80955,362025
19300,1991,29182.5,55642.5,92227.5,362025
19340,1991,29182.5,60322.5,96907.5,362025
19380,1991,33862.5,65002.5,101587.5,362025
19420,1991,15952.5,39307.5,70447.5,362025
19460,1991,28417.5,54877.5,92227.5,362025
19500,1991,29182.5,59557.5,96907.5,362025
19540,1991,33862.5,60322.5,85635,362025
19580,1991,34627.5,65002.5,96907.5,362025
19620,1991,15952.5,39307.5,70447.5,362025
19660,1991,29182.5,54877.5,85635,362025
19700,1991,15952.5,28417.5,54877.5,362025
19740,1991,39307.5,71595,111667.5,362025
19760,1991,23737.5,44752.5,80955,362025
19780,1991,34627.5,65767.5,101587.5,362025
19804,1991,24502.5,60322.5,101587.5,362025
19860,1991,23737.5,44752.5,76275,362025
19940,1991,33862.5,60322.5,87547.5,362025
19980,1991,29182.5,50197.5,85635,362025
20020,1991,23737.5,49432.5,80955,362025
20060,1991,16717.5,44752.5,76275,362025
20100,1991,33862.5,60322.5,96907.5,362025
20140,1991,15952.5,44752.5,76275,362025
20180,1991,23737.5,44752.5,76275,362025
20220,1991,33862.5,59557.5,92227.5,362025
20260,1991,23737.5,50197.5,80955,362025
20300,1991,33097.5,54112.5,85635,362025
20340,1991,16717.5,44752.5,76275,362025
